City,Latitude,Longitude,Population1,Population
,26.0935,87.0672,0,
,31.4322,75.7148,0,
,29.01,79.51,0,
,27.0246,95.0163,0,
,15.346,76.836,0,
,15.67,75.73,0,
,20.8333,83.9167,0,
,10.395,79.4935,0,
,12.893,75.725,0,
,29.9189,77.3044,0,
,33.5377,75.2503,0,
,26.416,85.0467,0,
,22.1673,76.8614,0,
,13.0999,79.9321,0,
,23.7878,85.9353,0,
,10.7937,78.769,0,
,25.5671,87.4929,0,
,24.349,93.691,0,
,25.118,84.4955,0,
,10.7613,77.5843,0,
,15.7817,78.6892,0,
,10.3,79.18,0,
,19.365,79.274,0,
,33.0058,76.5334,0,
,26.6003,78.5119,0,
,11.3193,76.7732,0,
,16.2884,80.3916,0,
,24.4675,85.594,0,
,25.9667,94.5167,0,
,9.969,78.0613,0,
,24.4976,88.0684,0,
,10.0167,77.9667,0,
,8.5562,77.971,0,
,29.17,79.16,0,
,22.9414,81.0797,0,
,17.9264,78.9719,0,
,9.4833,77.8333,0,
,20.78,79.63,0,
,24.5925,72.7083,0,
,16.0138,75.5463,0,
,25.5292,84.4598,0,
,26.2523,84.5484,0,
,16.4125,80.2323,0,
,22.6837,77.2707,0,
,11.8119,79.7922,0,
,17.8356,78.0681,0,
,23.4384,72.8572,0,
,23.8992,79.1939,0,
,16.48,74.78,0,
,14.1789,74.4818,0,
,12.6223,78.7521,0,
,26.8975,84.8182,0,
,22.81,88.23,0,
,17.4651,77.4187,0,
,31.03,75.78,0,
,23.4412,79.7962,0,
,15.25,74.1,0,
,22.0732,88.4276,0,
,8.1312,77.3067,0,
,26.4224,90.98,0,
,8.2452,77.301,0,
,11.2777,77.5837,0,
,19.0484,78.6414,0,
,26.9103,75.1858,0,
,25.9469,86.2497,0,
,15.4273,74.7411,0,
,26.4903,74.5542,0,
,25.8384,84.5788,0,
,29.9838,75.082,0,
,26.9566,84.0731,0,
,10.1815,78.4231,0,
,31.8192,75.3764,0,
,14.6944,77.6381,0,
,10.9273,79.2708,0,
,22.2,78.58,0,
,30.4764,75.3306,0,
,16.1233,80.1721,0,
,16.8677,77.3909,0,
,26.7278,93.1517,0,
,16.327,80.961,0,
,11.12,77.8,0,
,16.9833,81.6667,0,
,25.4187,86.8352,0,
,15.2561,75.2474,0,
,22.03,82.97,0,
,9.9649,78.1416,0,
,26.6979,89.4568,0,
,16.536,81.623,0,
,25.8695,87.06,0,
,8.2446,77.3367,0,
,12.968,79.9473,0,
,26.4973,86.2179,0,
,19.6536,78.5114,0,
,20.5514,74.5072,0,
,24.0222,76.3771,0,
,17.6922,80.8614,0,
,9.855,78.2744,0,
,13.3122,76.941,0,
,25.55,82.1,0,
,12.8083,79.6864,0,
,13.4667,79.1167,0,
,24.6449,85.5003,0,
,10.583,76.9344,0,
,30.79,76.5,0,
,25.3789,86.8223,0,
,15.9862,80.1051,0,
,17.0667,77.65,0,
,12.745,78.344,0,
,30.5872,76.8428,0,
,9.9695,77.4915,0,
,24.3825,80.7809,0,
,17.8348,80.8236,0,
,13.1,74.8,0,
,25.3264,84.2598,0,
,24.5992,74.8626,0,
,15.5732,75.808,0,
,9.2822,79.1436,0,
,10.8692,78.5392,0,
,13.9369,77.2694,0,
,32.3684,75.6782,0,
,23.25,91.45,0,
,26.0785,86.6809,0,
,26.4328,86.1916,0,
,26.314,86.5854,0,
,16.7833,80.6333,0,
,25.33,76.52,0,
,15.1773,73.9939,0,
,21.5217,78.2908,0,
,26.32,89.67,0,
,25.5114,86.9375,0,
,15.6394,74.5083,0,
,19.7789,85.1703,0,
,26.3042,86.4729,0,
,24.065,91.605,0,
,17.5167,75.4667,0,
,23.1034,81.6908,0,
,13.3995,80.1187,0,
,23.4204,85.2146,0,
,24.5108,75.7483,0,
,24.3137,80.977,0,
,15.545,73.7631,0,
,30.4867,76.8006,0,
,8.6873,77.5662,0,
,29.697,75.2388,0,
,8.7599,77.7399,0,
,10.439,77.9546,0,
,24.82,87.9,0,
,18.1667,83.4333,0,
,17.8278,83.2022,0,
,16.9839,77.7193,0,
,8.6318,77.913,0,
,14.7841,78.5729,0,
,16.5667,81.2,0,
,22.1609,85.5042,0,
,15.2313,75.5772,0,
,11.47,78.27,0,
,9.998,77.621,0,
,25.5841,84.1265,0,
,25.8904,87.1284,0,
,25.8935,86.8759,0,
,20.3791,85.5295,0,
,32.5624,75.1199,0,
,23.7274,88.5331,0,
,9.6353,77.6389,0,
,20.56,85.63,0,
,12.5037,80.1507,0,
,12.476,78.1748,0,
,16.5647,74.816,0,
,11.3581,77.3211,0,
,14.9714,75.0366,0,
,26.0868,86.6541,0,
,26.5396,84.566,0,
,16.48,74.78,0,
,24.1908,82.7817,0,
,18.2,79.7167,0,
,14.9667,78.5833,0,
,25.5209,85.4614,0,
,17.8333,82.95,0,
,28.1967,78.3814,0,
,31.8643,74.9567,0,
,10.7557,78.6064,0,
,26.1515,86.1034,0,
,11.0077,77.2942,0,
,21.4383,78.5683,0,
,24.5863,87.9294,0,
,12.8194,76.7546,0,
,25.3339,87.6715,0,
,25.15,86.68,0,
,26.0024,78.8766,0,
,24.4123,88.2582,0,
,25.4758,86.3786,0,
,9.1833,76.55,0,
,12.766,75.122,0,
,26.3768,84.7952,0,
,8.2055,77.5755,0,
,15.9,80.6667,0,
,10.0015,77.6769,0,
,11.3357,76.6971,0,
,9.1259,77.3634,0,
,16.5333,80.8,0,
,14.4551,75.3952,0,
,17.4494,78.6853,0,
,11.4167,79.1167,0,
,23.7898,88.2583,0,
,27.2891,95.3418,0,
,25.5059,87.2488,0,
,26.67,94.33,0,
,22.1929,78.467,0,
,25.0096,79.0487,0,
,18.254,77.4176,0,
,25.6869,86.4187,0,
,25.4903,87.5892,0,
,25.234,83.9215,0,
,26.1369,86.6614,0,
,18.6,83.75,0,
,11.3635,77.7677,0,
,23.6,87.2,0,
,24.1759,85.8894,0,
,13.4161,80.3168,0,
,25.4072,87.741,0,
,26.0216,87.2279,0,
,16.6299,80.1213,0,
,25.2133,87.2147,0,
,15.3167,78.2331,0,
,25.3803,87.1866,0,
,14.5983,78.6694,0,
,22.9717,76.3467,0,
,15.49,75.9914,0,
,21.6449,77.6302,0,
,25.6439,77.9129,0,
,10.48,79.4,0,
,25.5,76.65,0,
,25.5947,86.7909,0,
,26.1706,86.4231,0,
,11.1638,77.6039,0,
,19.7333,85.2167,0,
,22.68,74.95,0,
,10.4408,78.0978,0,
,31.2235,75.2041,0,
,14.2399,75.6474,0,
,25.2193,77.6117,0,
,14.1,74.4833,0,
,26.0208,86.1672,0,
,16.1847,80.0546,0,
,26.53,89.2,0,
,31.3387,75.1969,0,
,30.9456,75.2324,0,
,12.7929,74.8722,0,
,26.8098,77.147,0,
,14.833,79.583,0,
,16.5941,79.7167,0,
,12.698,77.8083,0,
,26.5355,86.3355,0,
,26.23,79.85,0,
,24.895,87.0175,0,
,26.7317,84.7629,0,
,10.9625,78.1132,0,
,12.9695,79.1455,0,
,25.2877,79.3328,0,
,25.3544,85.9919,0,
,25.7389,85.6951,0,
,16.3472,75.6181,0,
,15.9333,80.55,0,
,26.0809,86.2831,0,
,22.1051,88.4619,0,
,22.5834,88.0104,0,
,30.8469,75.8636,0,
,27.0361,77.0528,0,
,31.1241,75.7724,0,
,16.5012,77.5156,0,
,25.84,78.9,0,
,9.33,77.43,0,
,22.85,69.73,0,
,24.6845,85.365,0,
,23.9208,88.3621,0,
,24.9821,81.6419,0,
,25.7612,84.8811,0,
,25.2635,87.4157,0,
,9.7417,79.0177,0,
,13.5833,79.3167,0,
,31.2154,76.1415,0,
,27.75,78.5667,0,
,17.1756,77.8781,0,
,25.7922,78.1108,0,
,25.588,84.1621,0,
,18.93,84.6,0,
,13.1642,75.8647,0,
,12.1343,77.8952,0,
,25.0463,83.7926,0,
,8.0911,77.5417,0,
,22.1013,80.5497,0,
,16.5984,81.8116,0,
,26.2799,86.47,0,
,25.319,79.641,0,
,24.0394,76.578,0,
,24.8051,84.0833,0,
,25.9785,87.111,0,
,10.7199,79.0598,0,
,26.4676,86.4984,0,
,25.5108,86.4707,0,
,22.8509,75.5422,0,
,19.98,76.52,0,
,26.3225,90.6853,0,
,16.36,80.52,0,
,26.7336,84.7217,0,
,26.7046,78.4223,0,
,26.0065,86.2509,0,
,25.5181,86.0826,0,
,25.8796,86.3837,0,
,25.6405,84.1195,0,
,13.908,74.6058,0,
,25.1957,87.0423,0,
,22.83,87.62,0,
,16.0397,79.3043,0,
,21.8791,88.1913,0,
,15.0944,79.4138,0,
,25.4944,87.5263,0,
,12.1964,75.8051,0,
,30.07,75.53,0,
,22.6676,76.7429,0,
,24.5681,79.3069,0,
,12.8283,79.3079,0,
,11.4678,77.6434,0,
,24.5138,86.6458,0,
,8.6726,77.5845,0,
,26.7537,92.1021,0,
,32.8094,74.7683,0,
,15.5932,73.9457,0,
,25.6029,84.4041,0,
,25.5737,85.6694,0,
,18.0333,77.7833,0,
,14.8864,77.0317,0,
,10.8805,79.1049,0,
,11.0724,77.198,0,
,21.6466,86.9199,0,
,8.2167,77.2667,0,
,20.9338,85.5449,0,
,25.9917,86.2366,0,
,23.3654,85.9758,0,
,25.5112,86.4557,0,
,18.0681,79.5236,0,
,24.7789,82.096,0,
,15.6,74.9,0,
,9.9633,77.4472,0,
,9.8967,77.2809,0,
,17.1833,82.05,0,
,11.059,77.0838,0,
,11.426,77.5707,0,
,25.1756,78.1886,0,
,26.2837,78.9805,0,
,26.4361,84.7356,0,
,32.6079,74.7293,0,
,11.6476,77.967,0,
,21.7737,79.8051,0,
,25.4532,85.1431,0,
,17.7374,78.2805,0,
,11.3516,77.1667,0,
,10.8971,79.1915,0,
,30.8558,74.9298,0,
,32.2153,76.3186,0,
,30.016,77.4,0,
,13.6884,75.2455,0,
,26.014,87.3018,0,
,25.8513,84.6308,0,
,25.6408,84.658,0,
,25.9109,78.5619,0,
,14.5196,76.3391,0,
,25.9591,85.0316,0,
,11.3624,76.7789,0,
,15.1832,74.971,0,
,24.6404,85.2913,0,
,23.2129,80.0313,0,
,16.6,79.7333,0,
,25.0201,79.2282,0,
,24.3234,75.652,0,
,22.7026,77.9349,0,
,8.2922,77.3215,0,
,11.9205,79.5785,0,
,14.0078,77.6086,0,
,16.1739,77.0225,0,
,15.693,80.2405,0,
,28.52,80.15,0,
,19.7608,84.43,0,
,15.9062,79.3244,0,
,12.4219,78.2188,0,
,21.0263,83.812,0,
,24.64,88.02,0,
,14.35,77.3333,0,
,10.9646,79.4293,0,
,14.3807,75.2501,0,
,14.0429,76.185,0,
,23.5984,88.0871,0,
,25.5976,84.3011,0,
,14.7206,77.8106,0,
,19.5202,84.8851,0,
,23.8476,78.799,0,
,23.28,88.53,0,
,16.9611,79.9125,0,
,25.7952,87.1089,0,
,17.2508,78.8972,0,
,26.7632,84.467,0,
,32.5495,76.239,0,
,16.92,76.24,0,
,30.7086,74.4041,0,
,26.0392,86.059,0,
,25.7671,85.8792,0,
,25.8337,86.7402,0,
,21.6712,74.5853,0,
,15.35,76.15,0,
,25.5356,85.5996,0,
,25.9027,77.7715,0,
,24.3137,79.1181,0,
,15.3292,74.0271,0,
,25.5681,85.3763,0,
,18.2844,83.5406,0,
,16.119,75.8482,0,
,25.8513,87.093,0,
,26.4424,89.8038,0,
,25.3113,87.127,0,
,17.7513,82.7004,0,
,11.6986,77.8776,0,
,10.0933,77.6108,0,
,26.9194,71.9208,0,
,24.7765,88.0217,0,
,23.9035,79.5686,0,
,25.3994,86.9257,0,
,11.717,78.0924,0,
,21.3262,83.6708,0,
,8.2669,77.3052,0,
,26.1319,87.0238,0,
,8.3331,77.8442,0,
,11.1053,76.9217,0,
,16.4082,81.6867,0,
,20.1288,85.0963,0,
,25.4692,86.6068,0,
,11.3669,76.6415,0,
,26.3023,85.7476,0,
,9.0648,77.4369,0,
,16.7667,78.15,0,
,22.6005,79.6009,0,
,9.1494,77.7057,0,
,10.1467,77.6439,0,
,25.9741,87.4062,0,
,10.9065,79.4482,0,
,25.844,86.9697,0,
,16.4761,81.8391,0,
,23.8357,76.2364,0,
,26.362,86.0139,0,
,9.865,77.6992,0,
,26.2281,87.4714,0,
,8.3867,77.2006,0,
,9.5392,78.0984,0,
,9.6741,78.1007,0,
,16.4713,80.697,0,
,15.317,78.533,0,
,16.8173,79.9331,0,
,16.4167,80.4542,0,
,14.7178,76.7468,0,
,31.2393,76.5025,0,
,17.5011,78.1242,0,
,26.7403,83.8889,0,
,26.1149,86.9905,0,
,25.05,87.84,0,
,26.17,91.57,0,
,8.7431,77.5225,0,
,26.0619,87.1751,0,
,8.2466,77.2617,0,
,25.8194,86.3061,0,
,24.8988,80.2592,0,
,34.2262,74.7748,0,
,10.988,78.3363,0,
,24.3734,77.0484,0,
,10.7948,79.3199,0,
,26.4893,77.9758,0,
,24.0598,77.4086,0,
,17.7364,83.3,0,
,11.4373,78.5215,0,
,14.8997,80.0687,0,
,26.0059,86.3496,0,
,26.1145,87.159,0,
,14.347,74.894,0,
,26.0387,86.1612,0,
,8.17,77.3698,0,
,26.0563,86.0013,0,
,30.4293,75.3813,0,
,31.96,77.1,0,
,23.3379,75.5593,0,
,8.7811,77.3428,0,
,18.7,78.4667,0,
,26.7308,84.6263,0,
,26.1262,87.23,0,
,26.1388,86.9944,0,
,17.5241,78.3242,0,
,11.1098,77.9888,0,
,23.6909,85.3641,0,
,25.3944,87.1264,0,
,11.0758,79.5608,0,
,12.15,75.15,0,
,16.95,80.7833,0,
,12.7514,77.8017,0,
,16.5032,81.2877,0,
,14.22,76.4,0,
,11.7411,79.077,0,
,26.4291,84.7813,0,
,10.7943,77.7115,0,
,26.1791,85.0234,0,
,23.0743,78.5111,0,
,25.2402,87.9617,0,
,22.7825,77.682,0,
,11.73,78.07,0,
,12.1077,79.2452,0,
,16.42,74.58,0,
,14.0297,74.528,0,
,26.1626,84.0379,0,
,25.644,86.4065,0,
,26.1091,86.1059,0,
,26.2115,87.5513,0,
,13.522,77.2373,0,
,24.9564,86.0344,0,
,25.5535,86.0636,0,
,11.515,78.0908,0,
,26.7,93.9667,0,
,13.65,78.6333,0,
,25.2645,86.0598,0,
,17.2918,81.8939,0,
,15.5667,77.9167,0,
,17.65,79.05,0,
,10.8582,79.4823,0,
,17.4031,79.8567,0,
,14.4885,79.9923,0,
,16.14,74.81,0,
,16.0572,75.9489,0,
,26.5744,88.6052,0,
,25.6858,87.1638,0,
,24.1996,88.0077,0,
,21.0735,84.3409,0,
,11.1723,76.9692,0,
,9.7997,77.2372,0,
,13.2465,74.8444,0,
,25.45,86.6333,0,
,16.6892,74.7543,0,
,26.4395,89.9631,0,
,21.7436,84.3485,0,
,15.83,80.2,0,
,30.2129,75.0969,0,
,20.2885,82.7606,0,
,12.6317,79.2164,0,
,18.65,79.6667,0,
,16.806,81.3241,0,
,26.2763,86.0847,0,
,15.4167,74.0167,0,
,23.3026,78.4408,0,
,9.1312,78.1687,0,
,17.1017,78.6294,0,
,24.55,93.76,0,
,9.8323,77.4433,0,
,23.9467,76.0882,0,
,14.6415,77.5668,0,
,22.76,88.04,0,
,30.4311,75.2206,0,
,9.0032,77.3449,0,
,26.2103,87.5141,0,
,10.7256,78.1354,0,
,26.5168,85.9618,0,
,25.228,85.3546,0,
,9.3935,77.4935,0,
,16.3853,75.1494,0,
,25.4489,85.7054,0,
,19.8081,84.7908,0,
,16.48,74.78,0,
,25.614,86.4258,0,
,23.2864,79.6896,0,
,30.07,75.98,0,
,22.9866,75.5192,0,
,14.8333,75.6333,0,
,26.5436,84.4364,0,
,13.1637,76.6664,0,
,23.7625,85.83,0,
,11.0244,78.3134,0,
,17.651,82.6059,0,
,11.0769,77.8876,0,
,16.15,80.03,0,
,22.9742,75.8271,0,
,12.4587,75.9605,0,
,11.4764,76.8904,0,
,22.1495,75.3444,0,
,26.7266,84.7912,0,
,11.482,78.0248,0,
,22.3939,79.5424,0,
,25.5549,86.8097,0,
,15.5333,80,0,
,25.5534,86.2992,0,
,32.02,75.15,0,
,26.6763,84.6163,0,
,17.2667,81.85,0,
,14.4588,80.0482,0,
,9.409,78.3679,0,
,16.65,76.5333,0,
,26.7807,84.8367,0,
,16.3,80.2667,0,
,17.6736,82.9634,0,
,9.344,78.5138,0,
,16.3705,81.5813,0,
,16.3324,80.3528,0,
,24.4274,81.6695,0,
,22.3034,88.6678,0,
,25.361,85.5421,0,
,17.17,75.96,0,
,11.9919,77.4972,0,
,9.8475,77.296,0,
,25.3334,87.3318,0,
,18.9475,79.094,0,
,12.8667,74.9673,0,
,10.4433,77.9485,0,
,16.1175,80.9314,0,
,14.3845,77.9495,0,
,15.7913,80.377,0,
,24.56,87.89,0,
,10.8481,78.9526,0,
,26.1895,87.3372,0,
,9.7233,77.3099,0,
,16.6569,81.7461,0,
,26.4959,90.703,0,
,24.0738,88.1214,0,
,9.958,78.1886,0,
,18.16,84.1,0,
,16.3539,79.438,0,
,11.1627,77.7007,0,
,14.55,74.3167,0,
,13.3346,80.0848,0,
,25.9376,87.379,0,
,15.15,76.92,0,
,34.1823,74.5506,0,
,25.6449,87.3068,0,
,25.994,78.2832,0,
,15.717,77.6,0,
,26.3037,84.8581,0,
,8.3224,77.2558,0,
,24.0243,85.8306,0,
,25.57,85.3061,0,
,25.562,85.5917,0,
,24.0306,88.1181,0,
,16.5788,80.6841,0,
,16.5524,79.5529,0,
,25.5616,85.5245,0,
,24.0147,75.3532,0,
,26.6523,85.0872,0,
,23.6565,80.7091,0,
,25.3294,87.5138,0,
,9.9932,79.2007,0,
,17.0033,81.1953,0,
,23.7311,88.4329,0,
,14.4644,76.5451,0,
,8.6822,78.0265,0,
,26.6247,84.7072,0,
,18.1166,78.4298,0,
,25.7678,87.3587,0,
,16.4681,80.7194,0,
,31.08,75.34,0,
,8.1535,77.5719,0,
,25.9808,85.1285,0,
,24.5026,81.5004,0,
,26.116,86.355,0,
,17.119,78.2564,0,
,26.2897,90.2281,0,
,14.3667,79.7333,0,
,16.7,75.53,0,
,23.0096,74.5775,0,
,12.5429,78.3574,0,
,18.5833,79.1667,0,
,17.3,78.17,0,
,10.5137,78.6216,0,
,21.6095,75.5522,0,
,31.0619,74.8228,0,
,14.2817,77.1742,0,
,26.4969,86.3959,0,
,10.3934,78.2517,0,
,9.1474,77.9928,0,
,25.746,86.325,0,
,17.7189,73.3969,0,
,26.7522,84.9647,0,
,17.4993,78.4583,0,
,26.0773,86.8387,0,
,33.8303,75.0832,0,
,15.4333,74.0667,0,
,25.4208,84.2414,0,
,25.4349,86.6432,0,
,12.3365,76.0792,0,
,10.394,77.9754,0,
,24.4427,75.8403,0,
,25.2215,85.6262,0,
,25.3561,86.2082,0,
,25.4477,84.6473,0,
,11.5681,76.2608,0,
,22.711,87.6174,0,
,24.4748,85.6921,0,
,25.8747,86.8855,0,
,16.1833,80.8,0,
,10.1036,77.5731,0,
,26.6396,84.5108,0,
,11.0594,78.1397,0,
,26.8511,84.4522,0,
,19.6243,84.9408,0,
,24.8106,87.8864,0,
,25.7035,85.1483,0,
,25.33,73,0,
,13.9809,78.9152,0,
,23.2278,77.2666,0,
,24.4371,87.9666,0,
,15.7667,76.5333,0,
,25.0298,78.1271,0,
,26.0792,86.6326,0,
,24.3517,94.3422,0,
,24.8768,85.292,0,
,15.22,74.07,0,
,25.6904,86.3809,0,
,11.4811,77.2989,0,
,15.4082,73.9813,0,
,26.5408,85.859,0,
,24.08,74.02,0,
,25.5436,86.564,0,
,27.0361,84.2106,0,
,26.2861,83.1306,0,
,25.967,84.5383,0,
,24.795,81.152,0,
,25.5273,85.4182,0,
,24.1513,88.4671,0,
,17.4746,79.4361,0,
,15.15,76.92,0,
,11.7187,77.8778,0,
,24.3485,88.3243,0,
,10.2253,77.7485,0,
,25.5214,87.2212,0,
,9.25,78.851,0,
,26.4386,85.1357,0,
,14.0333,78.5,0,
,25.3579,86.7174,0,
,10.0419,79.23,0,
,18.9,78.8,0,
,9.7386,77.32,0,
,15.16,76.36,0,
,10.419,77.4992,0,
,25.9549,86.36,0,
,12.9961,75.3248,0,
,24.8639,85.6338,0,
,17.86,76.95,0,
,10.2686,77.8327,0,
,23.5,86.67,0,
,30.82,78.2,0,
,25.7747,87.3545,0,
,24.823,79.144,0,
,16.1984,76.6604,0,
,24.8893,79.9118,0,
,16.3408,81.6958,0,
,26.4442,85.9083,0,
,24.891,84.3742,0,
,22.6996,85.9313,0,
,25.5136,86.8957,0,
,25.623,85.931,0,
,26.8881,84.834,0,
,14.0333,80.05,0,
,24.7981,80.9739,0,
,9.9998,77.4641,0,
,31.0527,76.1191,0,
,14.5667,78.8,0,
,11.4012,79.4038,0,
,18.5333,79.3333,0,
,22.0198,88.5026,0,
,31.1033,74.9963,0,
,15.2167,75.3,0,
,16.8991,81.1764,0,
,25.9112,85.9288,0,
,26.0937,86.9852,0,
,10.5264,77.2884,0,
,11.647,77.8239,0,
,10.5679,76.9105,0,
,25.3968,87.5969,0,
,17.2728,78.5708,0,
,18.75,84.0833,0,
,16.6833,80.65,0,
,25.8132,86.9772,0,
,10.4489,77.4627,0,
,16.9767,81.4442,0,
,10.9954,77.099,0,
,24.0415,85.9536,0,
,24.63,88.02,0,
,18.8667,78.35,0,
,15.4858,75.1283,0,
,13.5833,76.55,0,
,25.5431,85.924,0,
,15.0167,78.9833,0,
,10.4587,79.141,0,
,9.3757,77.5598,0,
,25.9844,87.0372,0,
,17.2,80.55,0,
,17.6606,82.6296,0,
,25.6417,87.4154,0,
,25.9655,86.9161,0,
,9.6493,77.586,0,
,25.4049,87.198,0,
,11.5449,77.5803,0,
,10.3564,77.9516,0,
,24.8637,85.8584,0,
,23.8937,79.0507,0,
,25.7223,86.9972,0,
,13.65,74.6667,0,
,26.3373,90.1236,0,
,16.9337,81.8057,0,
,14.8667,79.3167,0,
,25.5439,86.6567,0,
,25.3995,86.9479,0,
,16.3036,80.6172,0,
,11.3992,77.7782,0,
,15.8378,80.4315,0,
,11.55,78.2833,0,
,26.3433,87.1476,0,
,9.1692,78.447,0,
,26.3019,86.4778,0,
,22.2978,79.1694,0,
,14.3833,79.0333,0,
,12.6208,80.1933,0,
,18.0172,79.6159,0,
,26.1147,87.2319,0,
,8.4219,77.0968,0,
,17.7735,79.5731,0,
,19.3667,78.7667,0,
,26.4956,86.089,0,
,16.6,81.4667,0,
,9.4156,77.5917,0,
,25.5693,87.0375,0,
,26.6738,84.8801,0,
,25.7852,85.7044,0,
,24.0468,88.4244,0,
,24.8571,87.779,0,
,23.1366,79.664,0,
,12.0881,76.3296,0,
,16.6028,79.3075,0,
,16.3333,81.7333,0,
,12.5602,76.2611,0,
,26.183,87.3873,0,
,16.9116,81.3569,0,
,25.3345,87.3404,0,
,25.4425,87.6217,0,
,27.4833,94.5833,0,
,18.6833,83.6,0,
,23.2216,79.9917,0,
,26.84,84.9774,0,
,29.074,80.109,0,
,17.002,81.5063,0,
,19.387,85.0508,0,
,17.3473,78.8195,0,
,11.231,77.7182,0,
,15.7817,74.5178,0,
,10.9499,78.1453,0,
,8.2461,77.4907,0,
,8.832,77.357,0,
,24.2664,80.162,0,
,30.4882,75.1013,0,
,10.4894,77.3499,0,
,26.0831,84.8447,0,
,25.8489,85.8006,0,
,25.7179,86.0839,0,
,12.9,75.03,0,
,16.8731,77.8909,0,
,24.8905,85.675,0,
,15.28,74.03,0,
,25.5968,86.9892,0,
,25.9602,78.3893,0,
,10.2803,78.536,0,
,12.6962,78.6227,0,
,30.0348,75.828,0,
,26.5105,84.7165,0,
,16.7009,81.0525,0,
,12.975,79.3628,0,
,26.8148,84.843,0,
,16.42,74.58,0,
,25.4196,84.4951,0,
,25.8304,85.7887,0,
,11.7125,78.033,0,
,23.5118,77.0246,0,
,13.8394,77.7039,0,
,25.3674,86.9501,0,
,22.9278,79.903,0,
,15.25,77.417,0,
,15.3944,77.225,0,
,11.0615,76.9838,0,
,9.9921,77.3566,0,
,24.7992,86.3731,0,
,23.7889,75.8116,0,
,21.5781,86.5668,0,
,11.6525,77.938,0,
,26.6526,84.7198,0,
,10.5614,79.7723,0,
,11.381,78.7296,0,
,11.9823,78.248,0,
,29.09,79.19,0,
,11.2559,76.8872,0,
,14.4167,75.5,0,
,13.2404,74.9541,0,
,15.4741,78.175,0,
,13.256,80.2818,0,
,16.3023,79.9373,0,
,30.2678,74.699,0,
,17.25,82.4667,0,
,15.2428,73.9331,0,
,23.0968,80.0508,0,
,24.8685,92.5961,0,
,14.3575,77.2186,0,
,13.3097,74.7366,0,
,23.3456,85.1114,0,
,16.5333,74.45,0,
,25.3538,86.77,0,
,10.9767,78.9525,0,
,17.6,77.7167,0,
,26.6214,84.6739,0,
,15.2669,77.7611,0,
,11.4013,79.7746,0,
,24.6675,81.5464,0,
,24.6424,85.8043,0,
,26.1517,84.6948,0,
,25.6884,85.798,0,
,26.33,88.77,0,
,15.2722,73.9924,0,
,26.2077,86.9587,0,
,24.4266,80.0358,0,
,11.1518,77.7375,0,
,14.2667,80.1,0,
,16.83,75.73,0,
,30.3844,74.6394,0,
,15.3119,78.2277,0,
,25.1149,84.9744,0,
,25.8482,84.9712,0,
,25.6902,84.6291,0,
,11.0823,76.9164,0,
,26.0501,78.2752,0,
,15.5767,79.1055,0,
,12.1083,78.0198,0,
,22.7696,78.5341,0,
,16.9333,76.9833,0,
,13.1298,79.5634,0,
,16.705,81.647,0,
,24.46,88.05,0,
,25.3848,86.6952,0,
,9.0001,77.2076,0,
,13.0193,76.1243,0,
,19.8878,86.0948,0,
,10.9449,79.3286,0,
,18.4475,79.8414,0,
,12.4994,80.1472,0,
,10.776,77.9076,0,
,17.8447,78.48,0,
,26.3681,86.5434,0,
,14.1652,77.8117,0,
,23.2404,88.7115,0,
,25.5169,86.5566,0,
,24.3146,87.9643,0,
,26.2082,84.6174,0,
,14.3648,76.9267,0,
,18.5436,77.9072,0,
,22.176,75.6599,0,
,26.1616,87.2349,0,
,13.1384,79.8764,0,
,25.399,87.6002,0,
,15.3897,75.7183,0,
,16.3319,81.732,0,
,18.3114,83.5683,0,
,10.9833,78.2333,0,
,26.1284,86.7998,0,
,24.6169,80.3789,0,
,16.1364,74.6547,0,
,25.4822,86.8511,0,
,16.45,80.7833,0,
,11.5701,77.6969,0,
,26.0576,86.3097,0,
,11.3597,76.7649,0,
,10.9667,78.9167,0,
,10.8897,79.394,0,
,15.95,75.3,0,
,25.5068,87.3761,0,
,25.9319,86.2293,0,
,14.4046,78.9456,0,
,23.5011,79.924,0,
,16.8216,79.9926,0,
,12.7781,77.7726,0,
,11.4808,76.5437,0,
,12.6807,77.4743,0,
,11.4519,76.8061,0,
,20.7211,84.5351,0,
,13.1823,74.9397,0,
,11.4461,77.4118,0,
,17.6875,79.8944,0,
,23.5371,88.5527,0,
,15.88,74.56,0,
,11.236,78.8005,0,
,25.8168,85.3853,0,
,21.5018,80.5406,0,
,11.1544,78.0213,0,
,26.4297,84.9327,0,
,10.047,78.0903,0,
,17.0347,81.5616,0,
,30.7167,75.65,0,
,30.7659,75.4172,0,
,15.77,76.7556,0,
,13.1326,74.7777,0,
,18.1859,78.0212,0,
,15.2694,80.072,0,
,15.8722,76.0431,0,
,19.6091,85.0861,0,
,9.992,77.4332,0,
,16.8206,81.4048,0,
,23.3772,85.4379,0,
,26.0881,86.153,0,
,17.6703,80.1628,0,
,25.4711,87.0874,0,
,25.7652,87.0937,0,
,15.8793,78.1334,0,
,12.043,78.9174,0,
,26.8031,93.5544,0,
,26.365,84.873,0,
,25.3269,85.3725,0,
,16.4019,81.5703,0,
,12.8537,74.8853,0,
,22.2351,88.554,0,
,25.3757,87.0691,0,
,29.9102,76.1202,0,
,17.195,77.1608,0,
,25.2792,91.7242,0,
,25.5242,86.4606,0,
,18.8345,79.4907,0,
