City,Latitude,Longitude,Population1,Population
,19.95,79.297,0,
,19.08,74.73,0,
,13.1097,80.0972,0,
,16.98,81.78,0,
,27.88,79.91,0,
,12.7409,77.8253,0,
,14.47,78.82,0,
,26.1225,85.3906,0,
,27.5498,76.6355,0,
,21.47,83.97,0,
,22.6686,88.3704,0,
,28.8,79,0,
,16.83,75.71,0,
,24.3926,71.6248,0,
,16.9944,73.3,0,
,13.9333,75.5667,0,
,21.52,70.463,0,
,28.7309,77.7757,0,
,10.52,76.21,0,
,23.2333,87.8667,0,
,18.9944,73.1139,0,
,18.672,78.094,0,
,11.957,79.7737,0,
,19.27,76.78,0,
,29.15,75.7,0,
,25.0119,88.1433,0,
,22.12,85.4,0,
,25.197,85.518,0,
,28.4512,77.6955,0,
,22.65,88.34,0,
,29.3875,76.97,0,
,23.7272,92.7178,0,
,25.7,85.18,0,
,18.4386,79.1288,0,
,28.99,77.022,0,
,22.96,76.06,0,
,16.7,74.47,0,
,30.23,74.9519,0,
,19.841,75.8864,0,
,24.5984,80.8281,0,
,24.6005,80.8322,0,
,25.9417,83.5611,0,
,22.72,88.48,0,
,27.39,79.581,0,
,23.83,78.71,0,
,23.334,75.037,0,
,21.19,81.28,0,
,34.4,74.28,0,
,24.8074,93.9384,0,
,14.68,77.599,0,
,25.5514,84.6603,0,
,17.4519,78.5362,0,
,13.16,80.3,0,
,26.77,79.03,0,
,11.9167,79.8167,0,
,13.0659,77.5922,0,
,27.22,77.48,0,
,18.7519,79.5133,0,
,19.8599,82.9338,0,
,25.42,86.13,0,
,23.08,70.13,0,
,27.17,84.32,0,
,25.53,87.58,0,
,13.012,77.6951,0,
,13.102,77.374,0,
,24.11,82.39,0,
,18.7639,79.475,0,
,17.6778,75.3278,0,
,25.35,85.02,0,
,8.7642,78.1348,0,
,29.92,73.88,0,
,24.53,81.3,0,
,22.47,88.11,0,
,28.4069,77.8497,0,
,11.8689,75.3555,0,
,16.2,77.37,0,
,18.1159,83.406,0,
,25.77,73.33,0,
,21.167,73.564,0,
,29.945,78.163,0,
,19.17,75.18,0,
,22.47,72.8,0,
,28.92,79.97,0,
,12.9675,80.1491,0,
,22.69,72.86,0,
,10.787,79.1378,0,
,28.92,79.5,0,
,17.4399,78.4983,0,
,13.26,76.48,0,
,23.48,80.4,0,
,28.58,78.55,0,
,22.556,72.951,0,
,22.89,88.42,0,
,30.133,77.288,0,
,25.381,86.465,0,
,17.4859,78.5651,0,
,31.1033,77.1722,0,
,16.1667,74.8333,0,
,19.8106,85.8314,0,
,15.48,78.48,0,
,13.8485,75.705,0,
,30.74,76.8,0,
,21.3,76.23,0,
,32.8376,76.2296,0,
,22.3302,87.3237,0,
,10.35,77.95,0,
,12.9563,78.2754,0,
,15.2689,76.3909,0,
,17.4865,78.317,0,
,25.0044,88.1458,0,
,15.506,80.049,0,
,16.7117,81.1031,0,
,15.443,75.6442,0,
,25.3898,85.9191,0,
,24.48,86.7,0,
,22.057,78.9396,0,
,22.0667,88.0698,0,
,21.82,76.35,0,
,15.48,78.48,0,
,26.5,78,0,
,28.9044,78.4675,0,
,33.43,75.09,0,
,26.5587,78.7871,0,
,22.7,85.63,0,
,22.7,88.45,0,
,17.2473,80.1514,0,
,28.78,76.13,0,
,22.75,88.34,0,
,23.223,72.65,0,
,24.1,88.25,0,
,22.9089,88.3967,0,
,22.82,70.83,0,
,16.7488,78.0035,0,
,25.93,80.8,0,
,21.6,78.52,0,
,17.3198,78.4031,0,
,26.2236,81.2403,0,
,25.98,79.47,0,
,25.62,88.12,0,
,21.05,75.77,0,
,22.7642,88.3776,0,
,27.575,81.594,0,
,12.831,80.0459,0,
,22.6986,73.1156,0,
,23.6,72.4,0,
,25.6225,85.0417,0,
,15.63,77.28,0,
,31.8186,75.2028,0,
,9.5947,76.4856,0,
,29.5333,75.0167,0,
,10.0735,78.7732,0,
,23.6,72.95,0,
,9.49,76.33,0,
,22.62,88.42,0,
,25.73,82.68,0,
,24.65,77.32,0,
,13.55,78.5,0,
,18.083,73.417,0,
,25.43,77.65,0,
,28.7354,77.1638,0,
,28.6981,77.0689,0,
,26.55,80.49,0,
,22.74,88.37,0,
,21.7647,80.0494,0,
,30.699,76.693,0,
,22.8671,88.3674,0,
,11.75,79.75,0,
,29.75,78.53,0,
,15.8246,80.3521,0,
,24.6561,84.4356,0,
,24.82,92.8,0,
,15.4167,75.6167,0,
,12.13,79.07,0,
,17.912,77.52,0,
,20.61,72.926,0,
,16.17,81.13,0,
,22.424,87.319,0,
,23.8331,79.4419,0,
,11.6088,79.4994,0,
,34.2,74.34,0,
,20.372,72.917,0,
,29.3167,76.3167,0,
,15.6244,77.2731,0,
,16.239,80.645,0,
,26.773,82.146,0,
,13.3389,74.7451,0,
,12.8308,79.7078,0,
,14.73,78.55,0,
,28.6833,77.0667,0,
,22.7772,73.6203,0,
,14.2333,76.4,0,
,9.4204,77.58,0,
,21.77,78.25,0,
,13.216,79.098,0,
,23.4,88.5,0,
,22.67,88.35,0,
,30.822,75.174,0,
,28.05,79.12,0,
,21.6948,72.9805,0,
,25.88,86.6,0,
,32.2668,75.6,0,
,23.5239,77.8061,0,
,17.05,79.27,0,
,28.9708,79.3972,0,
,29.9667,76.8167,0,
,26.75,94.22,0,
,25.6925,85.2084,0,
,25.22,88.76,0,
,27.48,95,0,
,20.9,70.37,0,
,23.25,88.43,0,
,13.83,77.49,0,
,11.3409,77.7171,0,
,26.1011,74.3203,0,
,13.1333,78.1333,0,
,21.29,86.69,0,
,28.93,79.7,0,
,22.83,88.63,0,
,26.3492,92.6861,0,
,18.9833,75.7667,0,
,27.63,78.67,0,
,28.0444,76.1056,0,
,30.1334,74.2001,0,
,29.8015,76.3998,0,
,25.5744,91.8789,0,
,24.9177,79.5887,0,
,24.18,86.3,0,
,28.18,76.62,0,
,10.9602,79.3845,0,
,16.543,81.523,0,
,24.91,84.18,0,
,24.03,75.08,0,
,18.3,83.9,0,
,12.5242,76.8958,0,
,23.25,87.0667,0,
,26.22,84.36,0,
,21.8229,75.6139,0,
,21.8,83.3,0,
,13.1007,77.5963,0,
,13.3167,75.7833,0,
,21.45,80.2,0,
,13.005,76.1028,0,
,28.143,77.329,0,
,10.7792,76.6547,0,
,10.6931,76.7188,0,
,22.9456,88.4332,0,
,23.63,86.17,0,
,26.4769,90.5583,0,
,31.95,75.62,0,
,29.5833,74.3167,0,
,26.65,84.9167,0,
,17.5047,78.5038,0,
,22.7475,77.7274,0,
,30.7,76.22,0,
,23.4564,75.4131,0,
,21.85,84.03,0,
,10.45,77.5161,0,
,22.6612,88.866,0,
,23.4088,88.3657,0,
,15.17,77.38,0,
,22.6197,75.6933,0,
,22.95,88.42,0,
,22.71,88.35,0,
,23.85,72.1167,0,
,30.13,75.8,0,
,23.35,81.05,0,
,20.307,74.657,0,
,21.0545,86.5156,0,
,25.92,93.73,0,
,22.79,88.32,0,
,14.43,77.72,0,
,25.5833,83.5667,0,
,23.3333,86.3667,0,
,12.9476,78.87,0,
,27.0992,84.09,0,
,32.0333,75.4,0,
,17.6833,73.9833,0,
,27.0375,88.2631,0,
,16.1833,75.7,0,
,27.6,73.42,0,
,16.43,80.99,0,
,34.3,74.47,0,
,31.22,75.77,0,
,10.3833,78.8001,0,
,19.6667,78.5333,0,
,16.25,80.07,0,
,10.659,77.008,0,
,30.37,75.54,0,
,20.4,78.1333,0,
,24.8894,74.6239,0,
,9.1744,77.8688,0,
,22.97,88.4,0,
,9.893,78.7313,0,
,18.1667,76.05,0,
,25.25,87.65,0,
,20.72,83.48,0,
,30.484,76.594,0,
,13.1482,80.2314,0,
,22.8,88.37,0,
,21.11,82.1,0,
,23.4,76.72,0,
,22.72,88.38,0,
,24.88,85.53,0,
,30.4743,74.5166,0,
,21.92,77.9,0,
,30.9166,74.6,0,
,23.0435,88.8318,0,
,25.67,78.47,0,
,23.2,77.08,0,
,26.6,85.48,0,
,22.07,81.68,0,
,14.92,78.02,0,
,33.73,75.15,0,
,26.5167,88.7333,0,
,28.4962,77.536,0,
,29.45,77.32,0,
,17.1415,79.6236,0,
,27.1,78.6,0,
,26.0794,87.9372,0,
,14.6167,75.6167,0,
,25.3,86.5,0,
,27.43,83.42,0,
,15.43,76.53,0,
,25.7604,84.1471,0,
,16.8667,79.5833,0,
,27.05,74.72,0,
,25.67,76.7,0,
,26.63,92.8,0,
,10.9609,76.9738,0,
,16.815,81.526,0,
,21.8167,83.9167,0,
,22.975,88.4344,0,
,10.7667,79.8333,0,
,25.5605,83.9805,0,
,25.4383,75.6372,0,
,16.5131,80.5165,0,
,30.1083,78.2972,0,
,22.82,88.35,0,
,31.53,76.88,0,
,22.08,79.53,0,
,31.38,75.38,0,
,24.7,84.35,0,
,16.0892,80.1672,0,
,15.3981,73.8111,0,
,20.71,81.55,0,
,27.7,74.47,0,
,18.8563,82.5716,0,
,11.6683,92.7378,0,
,23.2,82.35,0,
,27.33,88.62,0,
,24.68,87.97,0,
,25.67,94.1,0,
,15.402,73.8,0,
,9.9528,76.3387,0,
,24.47,88.07,0,
,10.9765,76.2269,0,
,14.4732,78.8451,0,
,10.77,75.9,0,
,22.4828,88.1818,0,
,16.75,81.7,0,
,26.15,87.52,0,
,10.9638,76.9525,0,
,26.37,86.08,0,
,11.0588,76.0693,0,
,13.0667,80.2833,0,
,9.8818,78.1125,0,
,23.91,87.527,0,
,10.2338,76.1946,0,
,25.4961,85.9709,0,
,8.4,77.08,0,
,11.64,75.587,0,
,22.3,87.92,0,
,9.172,76.501,0,
,22.63,88.3,0,
,25.579,85.0456,0,
,11.0014,76.8732,0,
,13.3214,79.5856,0,
,13.0631,80.1719,0,
,10.9,75.92,0,
,13.0465,80.11,0,
,22.63,88.35,0,
,27.1,93.62,0,
,24.87,92.35,0,
,28.6794,77.0284,0,
,22.3654,88.4325,0,
,16.87,81.93,0,
,17.8846,83.4393,0,
,17.1167,82.2667,0,
,9.8815,78.0731,0,
,25.92,86.792,0,
,16.5787,82.0061,0,
,17.5468,78.365,0,
,25.25,84.68,0,
,10.65,76.08,0,
,20.5,86.42,0,
,9.4667,76.55,0,
,17.4139,78.5783,0,
,24.63,87.85,0,
,13.1667,80.2667,0,
,25.4253,86.0208,0,
,11.7667,79.6833,0,
,22.87,88.76,0,
,9.6869,76.3361,0,
,23.7692,86.1673,0,
,9.6896,76.3388,0,
,16.85,82.02,0,
,24.18,88.27,0,
,22.191,88.1905,0,
,26.72,85.33,0,
,8.734,76.7256,0,
,25.4667,85.5167,0,
,13.1145,80.0271,0,
,10.99,77.2,0,
,10.5947,76.0403,0,
,26.7833,84.7333,0,
,13.0356,80.1582,0,
,25.4697,85.9847,0,
,9.9264,78.1503,0,
,25.87,85.18,0,
,12.9623,80.1986,0,
,18.4167,83.9,0,
,10.7564,78.8011,0,
,24.658,87.9794,0,
,22.4679,88.1452,0,
,23.87,86.87,0,
,15.4989,73.8278,0,
,11.1003,77.3914,0,
,8.8168,76.6719,0,
,8.811,76.669,0,
,12.9911,77.4873,0,
,8.68,76.83,0,
,25.7443,85.01,0,
,26.2517,86.0747,0,
,11.95,75.35,0,
,10.9057,76.9634,0,
,25.6878,85.9992,0,
,10.8137,78.7481,0,
,17.3974,78.5783,0,
,25.01,85.63,0,
,25.8673,86.5115,0,
,10.589,76.0167,0,
,10.845,75.919,0,
,26.6079,84.8296,0,
,10.938,75.987,0,
,22.57,88.24,0,
,31.4427,75.4985,0,
,12.9333,80.2022,0,
,17.2833,82.1,0,
,25.5789,85.7734,0,
,25.8424,86.1622,0,
,30.772,76.7959,0,
,9.9092,78.1609,0,
,25.3443,86.5358,0,
,22.3693,88.6071,0,
,26.65,85.7167,0,
,22.89,88.02,0,
,9.9458,78.0935,0,
,17.4875,78.6012,0,
,10.8,76.14,0,
,25.6053,85.1835,0,
,25.97,84.87,0,
,25.7592,87.4665,0,
,22.61,88.25,0,
,24.7366,87.9426,0,
,23.93,88.25,0,
,22.54,88.21,0,
,13.1913,80.1847,0,
,26.3638,84.364,0,
,11.0625,77.3508,0,
,25.7216,86.5937,0,
,25.05,84.3333,0,
,26.2142,85.2975,0,
,22.1752,88.4201,0,
,12.9182,80.0824,0,
,22.54,88.14,0,
,25.668,85.8364,0,
,15.831,78.05,0,
,33.7703,74.0925,0,
,25.1015,84.1228,0,
,25.8146,85.1862,0,
,25.4798,85.9992,0,
,25.5805,84.7975,0,
,25.4751,85.9681,0,
,13.0333,77.55,0,
,22.61,88.27,0,
,9.267,76.55,0,
,28.72,79.32,0,
,9.0544,76.5353,0,
,9.8937,78.0603,0,
,8.3839,77.1284,0,
,27.3,79.95,0,
,26.1054,84.8026,0,
,25.4221,86.006,0,
,25.4167,86.3901,0,
,16.4743,80.7128,0,
,25.6729,85.0715,0,
,26.1075,84.5025,0,
,10.1167,76.35,0,
,25.4407,85.9983,0,
,25.9663,85.8324,0,
,26.6244,85.7787,0,
,26.2322,84.1635,0,
,16.8031,81.6419,0,
,14.4898,78.8927,0,
,24.6896,87.9384,0,
,25.8594,86.0104,0,
,25.7964,85.4539,0,
,13.1328,77.6685,0,
,25.5378,85.2841,0,
,26.2369,86.3107,0,
,10.9775,77.026,0,
,25.7281,86.0093,0,
,13.1435,77.62,0,
,9.7667,76.4,0,
,23.4348,85.3206,0,
,13.1391,77.4783,0,
,25.735,85.3376,0,
,11.6262,78.1189,0,
,26.19,91.71,0,
,13.1609,80.2573,0,
,21.4942,86.9317,0,
,25.5283,87.0322,0,
,11.7538,75.5528,0,
,25.5989,86.2607,0,
,25.686,86.0295,0,
,26.2435,86.2799,0,
,22.4521,88.1853,0,
,11.161,77.374,0,
,25.5876,85.158,0,
,25.7428,86.0812,0,
,15.467,73.833,0,
,22.64,88.22,0,
,11.6969,78.1794,0,
,30.5843,76.7572,0,
,17.32,78.52,0,
,22.59,88.24,0,
,26.4495,84.8545,0,
,25.5482,86.1667,0,
,12.8924,80.0808,0,
,26.2333,86.1768,0,
,26.5671,85.5204,0,
,25.803,85.6861,0,
,22.1834,88.4998,0,
,26.4061,84.5002,0,
,25.5562,87.0304,0,
,9.8572,78.0598,0,
,26.1457,84.3476,0,
,26.4527,86.071,0,
,25.4014,86.1165,0,
,26.2197,86.0853,0,
,11.0806,77.3238,0,
,25.4165,86.0936,0,
,25.494,87.0412,0,
,25.854,86.469,0,
,26.0011,85.0643,0,
,11.6324,78.1695,0,
,25.4077,86.3803,0,
,25.91,86.821,0,
,31.55,75.63,0,
,24.666,87.922,0,
,25.5197,87.0808,0,
,25.644,85.8287,0,
,25.9667,85.6667,0,
,24.9218,88.0124,0,
,25.4008,86.1885,0,
,25.4939,85.3792,0,
,22.53,88.2,0,
,26.202,86.309,0,
,26.7114,85.6797,0,
,25.4002,86.145,0,
,22.4347,88.2487,0,
,25.7683,87.5557,0,
,25.6712,85.8606,0,
,25.714,85.9212,0,
,25.4817,85.3849,0,
,24.5167,88.0667,0,
,26.4708,85.7031,0,
,31.7571,74.9589,0,
,25.5999,85.5479,0,
,26.4054,86.149,0,
,26.5967,84.8526,0,
,22.204,88.4283,0,
,25.5899,85.8337,0,
,26.2702,86.2071,0,
,25.4487,85.9924,0,
,25.4069,86.0234,0,
,25.6643,85.7784,0,
,22.65,88.29,0,
,25.1428,85.5652,0,
,22.3245,88.494,0,
,25.762,86.2081,0,
,26.5434,84.8286,0,
,26.756,84.5233,0,
,22.7833,88.5695,0,
,12.9166,80.1939,0,
,8.1158,77.4579,0,
,24.8063,88.0796,0,
,25.313,86.5459,0,
,26.3667,86.0833,0,
,22.68,75.8939,0,
,25.9755,84.6853,0,
,26.1842,85.7368,0,
,25.6638,86.1818,0,
,10.963,76.8158,0,
,16.6364,80.9661,0,
,25.5915,85.5238,0,
,24.6195,87.9221,0,
,8.1544,77.467,0,
,9.8877,78.0397,0,
,25.4113,86.1792,0,
,10.7339,78.7184,0,
,22.5277,88.558,0,
,8.0981,77.464,0,
,25.6883,86.1907,0,
,30.7306,76.6937,0,
,25.6956,85.838,0,
,26.0876,86.7456,0,
,25.5089,85.1939,0,
,25.7296,87.5195,0,
,25.7722,85.9608,0,
,26.2216,86.1454,0,
,13.0205,80.1653,0,
,26.3119,86.0037,0,
,25.6518,85.9426,0,
,25.9846,86.6348,0,
,10.879,76.9295,0,
,11.092,77.315,0,
,25.569,85.0944,0,
,25.5888,85.7948,0,
,11.9922,79.8499,0,
,12.9055,80.1993,0,
,25.7122,85.3188,0,
,13.0108,80.1686,0,
,13.0867,80.1703,0,
,25.6941,86.0074,0,
,25.5535,84.7063,0,
,12.8991,80.169,0,
,22.7157,88.2426,0,
,8.1325,77.4848,0,
,25.5307,87.5947,0,
,26.1317,84.3594,0,
,25.7153,84.8063,0,
,25.856,85.285,0,
,26.7925,84.5469,0,
,24.5934,87.9536,0,
,22.69,88.42,0,
,25.8103,85.0157,0,
,10.8827,76.9943,0,
,25.5404,85.0511,0,
,26.1639,85.7617,0,
,25.7443,86.4755,0,
,26.4005,85.3721,0,
,11.6755,78.2409,0,
,25.5378,86.2728,0,
,26.4026,86.1256,0,
,11.6225,78.1058,0,
,26.1899,84.5643,0,
,25.2728,85.5555,0,
,25.66,86.0066,0,
,24.8616,88.0447,0,
,25.6691,85.4082,0,
,26.241,86.0585,0,
,22.3271,88.7879,0,
,25.949,85.5751,0,
,8.1721,77.5037,0,
,25.8572,85.933,0,
,25.7089,86.612,0,
,25.5653,85.0558,0,
,22.3503,88.2828,0,
,24.9845,84.6498,0,
,25.4862,84.737,0,
,8.1188,77.5243,0,
,23.864,88.1987,0,
,25.6165,85.4685,0,
,25.4966,86.2104,0,
,23.4433,85.2917,0,
,25.723,85.2878,0,
,17.0102,82.225,0,
,26.4996,84.8171,0,
,25.6325,85.9859,0,
,25.9356,85.4671,0,
,25.5036,86.2447,0,
,26.214,85.998,0,
,26.132,87.6231,0,
,25.5919,85.7517,0,
,24.7153,87.9227,0,
,17.3543,78.3853,0,
,25.7721,86.1754,0,
,22.3705,88.494,0,
,26.275,86.0532,0,
,25.5093,86.1595,0,
,25.6253,85.7887,0,
,26.5091,84.7999,0,
,25.7815,86.1346,0,
,11.0845,77.3969,0,
,17.2516,78.4521,0,
,25.8567,85.2407,0,
,25.6992,86.4716,0,
,22.22,88.17,0,
,25.4616,86.0757,0,
,25.9391,85.4674,0,
,26.4609,84.1699,0,
,25.8655,85.6834,0,
,25.7703,87.5163,0,
,25.8828,84.7595,0,
,10.5626,72.6369,0,
,25.5691,85.6441,0,
,13.15,80.1,0,
,25.4715,84.1438,0,
,25.61,85.0148,0,
,13.1436,80.028,0,
,26.4404,84.5443,0,
,26.1056,87.4916,0,
,34.14,74.58,0,
,16.8443,81.6895,0,
,25.5146,84.7528,0,
,26.0672,87.4795,0,
,25.4398,86.1624,0,
,26.1853,86.0509,0,
,25.8855,84.8186,0,
,8.155,77.5056,0,
,26.4502,86.1033,0,
,22.74,88.24,0,
,22.47,87.97,0,
,22.415,88.1889,0,
,22.4383,88.115,0,
,22.1957,88.0272,0,
,26.0992,87.5316,0,
,26.2124,86.3554,0,
,22.5106,88.7996,0,
,25.5196,86.1954,0,
,25.4573,86.4018,0,
,25.4413,86.0378,0,
,25.6214,85.4637,0,
,25.1729,85.6842,0,
,25.6954,86.2789,0,
,23.4339,85.4152,0,
,25.8831,85.6859,0,
,25.8627,86.0924,0,
,25.7917,85.2333,0,
,11.6081,78.1499,0,
,25.4142,85.8834,0,
,11.562,78.1649,0,
,9.9792,78.0359,0,
,25.7552,85.5099,0,
,22.2875,88.3962,0,
,26.4079,84.1962,0,
,25.7964,86.1189,0,
,25.8059,85.5441,0,
,25.715,85.5448,0,
,26.1932,86.3597,0,
,25.4776,86.2001,0,
,25.6421,86.1971,0,
,25.8131,85.718,0,
,25.6559,85.4412,0,
,25.9518,85.7042,0,
,12.911,80.0693,0,
,26.1118,84.3485,0,
,26.191,86.0239,0,
,26.7362,84.5818,0,
,11.1172,77.3726,0,
,25.4132,86.4255,0,
,22.6435,75.7886,0,
,26.7887,84.5298,0,
,22.6167,76.05,0,
,10.9125,77.037,0,
,10.9654,77.372,0,
,17.3876,78.357,0,
,26.2385,86.0995,0,
,25.8029,85.9886,0,
,26.7595,84.6122,0,
,10.9752,76.9129,0,
,25.9281,85.5548,0,
,25.6279,85.3684,0,
,8.1468,77.5413,0,
,26.2176,86.0433,0,
,25.7057,86.1781,0,
,25.735,84.8762,0,
,22.2847,88.4053,0,
,25.4563,86.1364,0,
,25.7764,85.0283,0,
,25.8108,84.7874,0,
,25.6585,86.2313,0,
,22.4368,88.1711,0,
,25.7465,86.1027,0,
,25.6817,86.0069,0,
,25.8463,86.5907,0,
,25.9335,85.698,0,
,22.52,88.17,0,
,25.4687,85.4964,0,
,25.4636,86.0236,0,
,25.6992,86.2446,0,
,25.475,85.0913,0,
,30.6833,76.7,0,
,25.7979,84.7504,0,
,25.5577,84.5767,0,
,25.852,85.4944,0,
,26.4226,84.5147,0,
,26.2317,86.2817,0,
,25.7297,87.4799,0,
,25.64,86.02,0,
,10.8911,76.9087,0,
,24.9203,88.0329,0,
,25.7358,85.5818,0,
,17.9219,79.5373,0,
,26.1466,86.1747,0,
,22.3351,88.3562,0,
,26.0355,86.7467,0,
,25.9967,85.6863,0,
,22.4156,88.3051,0,
,26.1572,84.3627,0,
,26.0204,84.7023,0,
,26.2388,86.2396,0,
,25.6636,85.2703,0,
,15.3994,73.8408,0,
,25.8214,85.7123,0,
,25.3256,86.5051,0,
,25.6664,85.8802,0,
,26.3738,86.0509,0,
,10.9669,76.7996,0,
,30.6333,75.9356,0,
,26.0561,86.7243,0,
,26.1456,84.3334,0,
,25.6246,85.7672,0,
,26.1678,86.2575,0,
,26.1744,84.3294,0,
,10.9058,77.005,0,
,25.8335,85.4795,0,
,26.1124,84.3733,0,
,24.5249,87.9931,0,
,11.6663,78.2144,0,
,25.6689,86.0363,0,
,26.2471,84.4066,0,
,26.3404,86.0585,0,
,26.2098,86.0191,0,
,17.9092,79.5926,0,
,25.7726,85.3804,0,
,25.3861,84.2069,0,
,23.7582,85.9557,0,
,26.1298,84.4825,0,
,22.218,88.2757,0,
,25.5509,85.0308,0,
,25.819,85.2295,0,
,26.2306,86.0732,0,
,25.5576,84.7559,0,
,10.9696,77.4352,0,
,25.7225,86.6203,0,
,24.8566,88.1248,0,
,25.5771,84.7554,0,
,22.2998,88.2994,0,
,25.3041,86.399,0,
,25.7097,86.557,0,
,26.1593,84.4087,0,
,25.8338,85.6928,0,
,25.0829,85.6334,0,
,26.4912,84.8818,0,
,25.5976,85.6119,0,
,25.9256,84.7468,0,
,26.3747,84.5433,0,
,11.6021,78.134,0,
,25.769,86.5273,0,
,22.2101,88.3088,0,
,26.2314,86.2095,0,
,11.0147,77.4695,0,
,25.8838,86.8176,0,
,26.1287,86.2375,0,
,25.0405,84.3096,0,
,26.1951,84.39,0,
,25.7986,85.6218,0,
,25.5821,85.5495,0,
,25.7238,85.8789,0,
,26.0333,85.1,0,
,25.7932,85.5945,0,
,25.9081,85.6836,0,
,25.1559,87.9732,0,
,25.1795,85.7148,0,
,8.2012,77.4015,0,
,26.0711,85.2034,0,
,10.9808,77.0542,0,
,16.2836,81.5024,0,
,25.1348,85.6812,0,
,26.15,91.77,0,
,20.4169,72.834,0,
,32.2186,76.3183,0,
,30.0986,79.2658,0,
,9.0743,77.3419,0,
,25.1678,86.0944,0,
,11.7489,75.507,0,
,27.5,95.367,0,
,22.5992,75.3028,0,
,20.27,73.02,0,
,22.62,77.75,0,
,14.8136,74.1297,0,
,22.3,72.62,0,
,15.8162,78.0289,0,
,29.4,79.12,0,
,10,77.0667,0,
,11.9401,79.4861,0,
,11.3553,77.6678,0,
,26.55,82.65,0,
,30.65,76.82,0,
,14.5129,75.8072,0,
,23.08,88.52,0,
,21.05,75.05,0,
,11.379,77.8949,0,
,9.45,77.8,0,
,9.5494,78.5891,0,
,15.7333,77.4833,0,
,29.443,78.433,0,
,12.6825,78.6167,0,
,13.18,79.63,0,
,12.723,77.286,0,
,10.0119,77.4786,0,
,24.0333,84.0667,0,
,15.768,77.482,0,
,13.292,77.543,0,
,21.78,87.75,0,
,21.1,77.06,0,
,14.0583,78.7517,0,
,30.5833,74.9,0,
,14.913,79.9929,0,
,17.6018,80.7051,0,
,27.8225,75.0253,0,
,23.77,85.99,0,
,18.8679,79.4639,0,
,16.27,74.48,0,
,29.3953,77.2053,0,
,14.12,78.17,0,
,15.7833,75.1167,0,
,19.1,78.35,0,
,11.47,78.17,0,
,15.2736,73.9581,0,
,24.92,86.22,0,
,11.41,76.7,0,
,19.5,78.2,0,
,30.2506,75.8442,0,
,24.4289,85.5355,0,
,11.2341,76.9067,0,
,30.67,74.76,0,
,9.5139,78.1002,0,
,32.7888,76.0009,0,
,17.6913,83.0039,0,
,11.4416,77.6907,0,
,29.1,75.97,0,
,23.28,81.35,0,
,22.82,88.37,0,
,24.62,74.68,0,
,11.1,79.65,0,
,22.104,78.173,0,
,22.4508,77.4681,0,
,23.63,75.13,0,
,23.8515,77.9365,0,
,10.73,77.52,0,
,12.127,78.158,0,
,12.5317,78.2174,0,
,28.712,77.6545,0,
,22.55,75.76,0,
,22.3441,77.0954,0,
,21.7337,70.4499,0,
,12.6514,77.2067,0,
,12.5,78.6,0,
,19.91,83.128,0,
,18.38,78.83,0,
,12.6918,79.9766,0,
,29.9906,75.3996,0,
,23.66,85.35,0,
,23.65,88.13,0,
,24.58,77.73,0,
,23.3009,72.3322,0,
,10.6653,79.4521,0,
,21.3333,83.6167,0,
,18.3205,78.337,0,
,12.6677,79.2853,0,
,23.67,87.72,0,
,23.0444,84.5417,0,
,17.36,80.42,0,
,22.62,84.52,0,
,20.251,74.439,0,
,13.75,79.7,0,
,17.55,80.63,0,
,13.3139,76.2369,0,
,22.52,74.15,0,
,24.7472,78.85,0,
,26.3242,89.451,0,
,13.0778,79.6667,0,
,9.7375,77.2823,0,
,18.67,77.9,0,
,17.8744,76.9497,0,
,16.48,74.78,0,
,30.403,74.025,0,
,21.3,70.25,0,
,23.4264,76.2778,0,
,13.4,78.066,0,
,23.18,88.58,0,
,22.7,71.6833,0,
,12.2267,79.6504,0,
,9.512,77.633,0,
,18.333,84.05,0,
,9.8216,77.9891,0,
,16.43,80.55,0,
,18.73,76.38,0,
,14.1473,79.8477,0,
,25.8857,78.3322,0,
,25.52,90.22,0,
,12.5,79.62,0,
,31.4519,74.9278,0,
,14.7935,75.4045,0,
,11.5,79.33,0,
,11.738,78.962,0,
,21.3422,71.3063,0,
,30.6709,76.3019,0,
,10.43,79.32,0,
,17.6294,78.0917,0,
,9.568,77.9624,0,
,15.6,77,0,
,18.1161,76.7525,0,
,20.23,79.0008,0,
,22.6,80.38,0,
,14.6997,76.8524,0,
,19.17,83.42,0,
,8.9564,77.3152,0,
,15.9044,80.4675,0,
,15.73,79.28,0,
,30.19,74.499,0,
,28.0787,74.6219,0,
,29.52,75.45,0,
,9.16,77.55,0,
,14.75,79.05,0,
,10.3276,76.9553,0,
,29.3177,73.8989,0,
,15.2667,74.6167,0,
,11.5167,77.25,0,
,29.33,78.38,0,
,11.439,75.695,0,
,19.23,82.55,0,
,12.0628,76.9777,0,
,20.316,86.61,0,
,19.69,72.76,0,
,24.72,80.2,0,
,15.9592,76.1135,0,
,11.18,75.82,0,
,30.37,76.15,0,
,24.2,83.03,0,
,23.0739,87.32,0,
,25.07,73.88,0,
,26.47,84.43,0,
,17.05,74.267,0,
,23.47,73.3,0,
,12.0368,75.3601,0,
,20.885,76.2,0,
,20.67,85.6,0,
,24.18,78.2,0,
,12.8,74.85,0,
,21.65,78.78,0,
,28.068,78.751,0,
,18.1018,78.852,0,
,18.8215,78.7119,0,
,26.126,86.605,0,
,12.3,75.09,0,
